Butikk;Longitude;Latitude;Forvalt.visitorAddress.addressLine;Forvalt.visitorAddress.postPlace;Forvalt.visitorAddress.zipCode;Kjøpesenter
SIGVARTSEN DAGLIGVARE AS;7,78592785;63,1088972;c/o Rema 1000 Løkkemyra Løkkemyrveien 2;Kristiansund N;6517;
STAUPSLIA HAGESENTER AS;11,2848201;63,74851602;Nordsivegen 1;Levanger;7603;
JOSTEIN KAJANDER AS;16,51457104;68,8128156;c/o REMA 1000 BERGSENG Bergsveien 6;Harstad;9403;
H HOLGERSEN OPTIKK AS;5,27296066;59,40984629;Haraldsgata 78;Haugesund;5528;
STOFFLYKKE AS;18,92062532;69,66902322;Kvaløyvegen 329;Tromsø;9016;
SUNNDAL MAT AS;8,56523956;62,6751023;Killurdgata 1;Sunndalsøra;6600;
IVAR O HAUGEN MAT AS;9,88186095;59,77150526;Semsmoveien 49;Hokksund;3302;
RESPOND PROFILERING & FIRMAGAVER AS;5,715311387;58,88929461;Vassbotnen 11B;Sandnes;4313;
EXTRA LEKER HAUGESUND AS;5,32281744;59,39644772;Raglamyrvegen 2;Haugesund;5536;
MØBELRINGEN FORUS AS;5,71949807;58,88397247;Stokkamyrveien 28;Sandnes;4313;
SKEIDAR SARPSBORG AS;11,08066495;59,28679377;Hundskinnveien 100;Sarpsborg;1711;
VRÅDAL DAGLIGVARE AS;8,720988635;59,21147888;c/o Kai Morten Gaarder Brosdalsveien 63;Tørdal;3753;
HØISTAD BILDELER AS;10,44742997;61,12743305;Moavegen 31;Lillehammer;2619;
TESS NORD AS AVD STEINKJER;11,48727036;64,01200826;Fyrgata 3;Steinkjer;7714;
SPAR ÅRNES;11,46307433;60,12208615;Nedre Hagaveg 5;Årnes;2150;
COOP ØKONOM SA AVD EXTRA SOLA;5,652481736;58,88389739;Sandesletta 10;Sola;4050;
EXTRA NÆRBØ;5,63669052;58,66485145;Torggata 16;Nærbø;4365;AMFI Nærbø
COOP SØRØST SA AVD 2679 EXTRA GRÅTENMOEN;9,611677452;59,18624217;Infanterivegen 16;Skien;3734;
COOP GJESDAL SA COOP EXTRA BYGG;5,856139491;58,76999237;Ålgårdsheiå 2;Ålgård;4331;
COOP PRIX INNLANDSPORTEN;11,30230642;60,63222552;Kolomoen 916;Tangen;2337;
COOP FINNMARK SA AVD EXTRA KIRKENES;30,03884498;69,72049986;Verksveien 1;Kirkenes;9900;
COOP NORDLAND SA OBS BYGG SORTLAND;15,39906005;68,683261;Vesterålsgata 111;Sortland;8403;
COOP PRIX STRAUMEN;15,59282447;67,34640626;Sentrum 7;Straumen;8226;
EXTRA ETNE AVD 264;5,942062884;59,66312883;Haukelivegen 999;Etne;5590;
EXTRA HANA SKUT AVD 168;5,76217862;58,853798;Skippergata 73;Sandnes;4327;
PRIX LANGÅKER AVD 275;5,19286207;59,22122905;Vestre Karmøyveg 534;Stol;4274;
EXTRA LYE AVD 142;5,72969991;58,73068602;Prestegardsmarka 2;Lye;4347;
EXTRA HOMMERSÅK AVD 141;5,84778522;58,92974938;Kaiveien 38;Hommersåk;4310;
COOP NORDVEST SA (3551) OBS BYGG DIGERNES;6,606120622;62,49328959;Digernes næringsområde 3;Skodje;6260;
COOP ØST SA AVD 2543 EXTRA GRÅLUM;11,06453029;59,29433584;Vesterheimveien 2;Grålum;1712;
COOP ØST SA AVD 2653 COOP MEGA HARBITZ TORG;10,67315752;59,92429837;Harbitzalléen 19;Oslo;0275;
COOP ØST SA AVD 2863 EXTRA FMV KRÅKERØY;10,92062192;59,21129343;Selma Nygrens vei 4;Kråkerøy;1671;
VERO MODA SANDVIKA 1497;10,51949571;59,8905829;Brodtkorbsgate 7;Sandvika;1338;Sandvika Storsenter
MAANESTEN AS AVD PRINSENS GATE;10,74159084;59,91174999;Prinsens gate 22;Oslo;0157;
EUROSPAR LANGNES;18,92591969;69,67569999;Stormåsevegen 1;Tromsø;9015;
POWER NORGE AS AVD SLEPENDEN;10,49850324;59,87477282;Nesbruveien 33A;Billingstad;1396;
NORSK BUTIKKDRIFT AS COOP MEGA SANDAKER AVD 4557;10,76847864;59,93843561;Sandakerveien 59;Oslo;0477;
MENY HAREBAKKEN;8,74709126;58,47431621;Langsæveien 5;Arendal;4846;Harebakken Senter
BILTEMA NORGE AS AVD 237 LYNGDAL;7,1048546;58,15689;Hagehølveien 36;Lyngdal;4580;
BYGGMAKKER HANDEL AS AVD MOSJØEN;13,19456006;65,85164106;Ørbradden 5;Mosjøen;8663;
BILTEMA NORGE AS AVD 208 BAMBLE;9,518131056;58,97186699;Langrønningen 2;Stathelle;3967;
KIWI AVD 081 MØRKVEDVEGEN.;10,95436822;60,87939302;Mørkvedvegen 2A;Brumunddal;2388;
MONTÉR JESSHEIM;11,18604178;60,1504764;Energivegen 8;Jessheim;2069;
NG KIWI VESTFOLD TELEMARK AS AVD 343 TOLLNES;9,63927426;59,15335964;Stadionvegen 1;Skien;3740;
CUBUS SANDVIKA STORSENTER AVD 815;10,51949571;59,8905829;Brodtkorbsgate 7;Sandvika;1338;Sandvika Storsenter
NG KIWI VESTFOLD TELEMARK AS AVD 429 HAMMERDALEN;10,02223605;59,05138766;Hammergata 6;Larvik;3264;
JULA NORGE AS AVD 638 STORD;5,45948235;59,76346715;Rundehaugen 39;Stord;5412;
H & M HENNES & MAURITZ AS AVD 866 SIRKUS TRONDHEIM;10,45502353;63,43678641;Falkenborgvegen 1;Trondheim;7044;Sirkus Shopping
MENY STADIONTUNET;10,20444091;59,1342248;Laskenveien 4;Sandefjord;3214;
NORMAL NORGE AS AVD NO1055 OSLO STORO STORSENTER;10,775387;59,9468424;Storo Storsenter Vitaminveien 7;Oslo;0485;
4SOUND ALNABRU;10,84663228;59,92952364;Alfaset 1. industrivei 4;Oslo;0668;
CLAS OHLSON AS AVD CC STADION;11,07982844;60,79578711;Vangsvegen 62;Hamar;2317;CC Hamar
SPAR KJØP AS AVD LYNGDAL;7,10391685;58,15624493;Fiboveien 6;Lyngdal;4580;
SPRELL BUTIKK AS AVD CC VEST;10,6360473;59,91740458;Lilleakerveien 16;Oslo;0283;
RUSTA RETAIL AS AVD 382 MOSJØEN;13,19051187;65,84134773;Dolstadgata 7;Mosjøen;8663;
LØVENSKIOLD HANDEL AS AVD 320 MAXBO GRAN;10,57567028;60,35280669;Morstadvegen 1;Gran;2750;
H & M HENNES & MAURITZ AS AVD 872 TISTA HALDEN;11,38145769;59,12157762;Walkers gate 4;Halden;1771;Tista Senter
NORMAL NORGE AS AVD NO1100 HORTEN SJØSIDEN;10,48625436;59,41517094;Teatergata 6;Horten;3187;Sjøsiden Senter Horten
NORSK BUTIKKDRIFT AS EXTRA UGLA AVD 4271;10,33882838;63,39564619;Anders Wigens veg 2;Trondheim;7024;
EUROPRIS LIERTOPPEN 438;10,30584041;59,81129164;Drammensveien 201;Lierskogen;3420;Liertoppen Kjøpesenter
JULA NORGE AS AVD 617 KRISTIANSUND;7,79913213;63,10985666;Rørgata 7;Kristiansund N;6517;
SPAR KJØP AS VESTBY STORSENTER;10,74318601;59,60398575;Senterveien 8;Vestby;1543;Vestby Storsenter
TOOLS AS AVD ARENDAL;8,71594497;58,45873096;Åsbieveien 5;Arendal;4848;
BYGGMAKKER HANDEL AS AVD HAMAR;11,07275482;60,83231738;Arnkvernvegen 20;Furnes;2320;
MALMBERGS ELEKTRISKE AS AVD VESTBY;10,73644067;59,61788617;Kleverveien 6;Vestby;1543;
TESS NORD AS AVD TESS ICO;15,38368715;67,27418414;Industriveien 18;Fauske;8208;
SYNSAM BRYNE;5,64264829;58,7352317;Skulegata 7;Bryne;4340;
NORMAL NORGE AS NO1121 STAVANGER KILDEN KJØPESENTER;5,74081194;58,94815337;Gartnerveien 15;Stavanger;4016;Kilden
NORSK BUTIKKDRIFT AS EXTRA BØRSTAD;11,08375004;60,80202963;Ringgata 125;Hamar;2318;
EUROPRIS RAUFOSS 587;10,61434138;60,72893785;Storgata 49;Raufoss;2830;
BRILLELAND AVD 476 SARPSBORG;11,08290975;59,27403313;Klokkergårdveien 31;Sarpsborg;1711;
JEM & FIX NORGE AS AVD FREDRIKSTAD;10,90819677;59,23461426;Pancoveien 20A;Gressvik;1624;
NORSK BUTIKKDRIFT AS COOP PRIX TJØLLING AVD 4778;10,15152263;59,06281711;Stasjonsveien 1;Tjodalyng;3280;
TESS ØST AS AVD FREDRIKSTAD;10,96030958;59,19025446;Titangata 9;Gamle Fredrikstad;1630;
TOOLS AS AVD EGERSUND;5,99946661;58,45168694;Torget 1B;Egersund;4370;
COOP NORDVEST SA (1386) EXTRA SANDANE;6,21272852;61,77584517;Grandavegen 14;Sandane;6823;
NG KIWI MIDT-NORGE AS AVD 101 OPPDAL;9,68474206;62,59248357;Inge Krokanns veg 21;Oppdal;7340;
NORSK BUTIKKDRIFT AS EXTRA TYSNES;5,52248999;60,0426746;Hegglandsvegen 37;Tysnes;5680;
NG KIWI ROGALAND AS AVD 639 SAGVÅG;5,39296567;59,77526995;Lyngneset 5;Sagvåg;5410;
SPAR SPANNAVEIEN;5,30194348;59,39601031;Spannavegen 148;Haugesund;5535;
NORSK BUTIKKDRIFT AS COOP EXTRA ISRENNA;19,00344401;69,68497745;Stakkevollvegen 321;Tromsø;9019;
NG KIWI VESTFOLD TELEMARK AS AVD 428 KALSTAD;9,37575208;58,87172053;Dalaneveien 6;Kragerø;3772;
EXTRA BIRI;10,60942178;60,95535537;Birivegen 56;Biri;2836;
NORSK BUTIKKDRIFT AS EXTRA GÅGATEN AVD 4231;5,31904181;60,39554503;C. Sundts gate 10;Bergen;5004;
KAPPAHL AS AVD 326 CC-GJØVIK;10,69363482;60,79999069;Jernbanesvingen 6;Gjøvik;2821;CC Gjøvik
NORSK BUTIKKDRIFT AS EXTRA HELLEVEIEN;5,28649911;60,43673253;Helleveien 263;Bergen;5039;
H & M HENNES & MAURITZ AS AVD 854 OASEN BERGEN;5,29179476;60,34895628;Folke Bernadottes vei 52;Fyllingsdalen;5147;Oasen
MENY OSLOVEIEN;10,25527336;60,15292938;Dronning Åstas gate 4;Hønefoss;3511;
NG KIWI BUSKERUD AS AVD 338 ÅMOT;9,90627972;59,90043568;Strandgata 12;Åmot;3340;
H & M HENNES & MAURITZ AS AVD 752 GULSKOGEN SENTER;10,15995609;59,74186174;Professor Smiths alle 58;Drammen;3048;Gulskogen Senter
COOP OPPDAL SA 17 COOP MARKED ÅLEN;11,3027881;62,84175102;Malmvegen 722;Ålen;7380;
KIWI AVD 018 FLISA;12,01294699;60,61239143;Idrettsvegen 3;Flisa;2270;
COOP NORDVEST SA (2554) EXTRA ÅNDALSNES;7,6868109;62,56888776;Strandgata 1;Åndalsnes;6300;
MONTÉR MOLDE;7,18398579;62,7367701;Birger Hatlebakks veg 10;Molde;6415;
MONTÉR BRØNNØYSUND;12,24240981;65,49136755;Salhusmarka 3;Brønnøysund;8907;
BYGGMAKKER HANDEL AS AVD TYNSET;10,80015279;62,27836382;Parkveien 62;Tynset;2500;
COOP PRIX VESTRE GAUSDAL;10,14453925;61,20182256;Jordmorvegen 11;Vestre Gausdal;2653;
COOP PRIX TROFORS;13,38732721;65,53719571;Troforsvegen 14;Trofors;8682;
COOP ØST SA AVD 1031 EXTRA JEVNAKER;10,38917177;60,24002234;Storgata 6;Jevnaker;3520;
COOP ØST SA AVD 2490 EXTRA GRAN;10,5727715;60,35398522;Smiegata 3;Gran;2750;
COOP OPPDAL SA 41 EXTRA STØREN;10,28322982;63,0479823;Stasjonsveien 7;Støren;7290;
NORSK BUTIKKDRIFT AS EXTRA RISVOLLAN AVD 4200;10,43018089;63,39152912;Ingeborg Aas' veg 4;Trondheim;7036;
NORSK BUTIKKDRIFT AS COOP MEGA LINDERUD AVD 4318;10,83547294;59,9432415;Erich Mogensøns vei 38;Oslo;0594;Linderud Senter
MENY RYKKINN;10,48618897;59,92399275;Munins vei 1;Rykkinn;1348;
HELGØ MENY MARIERO;5,73949087;58,93449868;Breidablikkveien 3A;Stavanger;4017;
LINDEX AS AVD TORGALMENNINGEN;5,3246431;60,39292207;Torgallmenningen 8;Bergen;5014;
NG KIWI VEST AS AVD 874 LINDÅS SENTER;5,15926077;60,73683931;Gamle Prestavegen 1;Lindås;5955;
AHLSELL NORGE AS AVD KRISTIANSUND N;7,79851698;63,11311302;Maskinveien 1;Kristiansund N;6517;
NORSK BUTIKKDRIFT AS EXTRA VORMSUND AVD 4621;11,41146826;60,15136379;Kjølstadvegen 1;Vormsund;2160;AMFI Eurosenteret
H & M HENNES & MAURITZ AS AVD 756 LIERSKOGEN;10,30584041;59,81129164;Drammensveien 201;Lierskogen;3420;Liertoppen Kjøpesenter
KIWI AVD 039 MOELV;10,70055176;60,92895724;Storgata 116;Moelv;2390;
EUROPRIS FAUSKE 373;15,39682834;67,26845339;Terminalveien 5;Fauske;8208;
FELLESKJØPET NAMSOS 1720 BUTIKK;11,53248977;64,45553587;Nøsthaugvegen 3;Spillum;7820;
NORSK BUTIKKDRIFT AS EXTRA STORELVA AVD 4955;18,79875063;69,68400209;Storelvbakken 5;Kvaløya;9104;
MENY VIKA;10,72692781;59,91255879;Ruseløkkveien 26;Oslo;0251;
NORSK BUTIKKDRIFT AS EXTRA KIRKENÆR AVD 4732;12,05889787;60,4559491;Silovegen 4;Kirkenær;2260;
EXTRA SKEIMO;8,267581538;61,88285076;Skeimoplassen 10;Skjåk;2690;
COOP MIDT NORGE SA AVD 51 COOP PRIX HØYLANDET;12,29651178;64,62522644;Gammelåvegen 1;Høylandet;7877;
COOP NORDVEST SA (1388) EXTRA HØYANGER;6,07343424;61,21924351;Storgata 19;Høyanger;6993;
EXTRA STORSTEINNES 1963;19,22703597;69,23970718;Rådhusgata 9;Storsteinnes;9050;
NG KIWI MIDT-NORGE AS AVD 135 RØRVIK;11,23570923;64,86097051;Strandgata 8;Rørvik;7900;
COOP ØST SA AVD 2096 EXTRA FAGERNES;9,23511602;60,9861278;Skrautvålsvegen 2;Fagernes;2900;
SPAR VIK;6,58151192;61,08564418;Røysavegen 2;Vik i Sogn;6893;
COOP ØST SA AVD 1022 EXTRA TYRISTRAND;10,09942121;60,08662219;Vikersundveien 235;Tyristrand;3533;
COOP MIDT NORGE SA AVD 0017 PRIX VANVIKAN;10,22224561;63,55358461;Havnegata 1;Vanvikan;7125;
SYNSAM MADLA;5,68072706;58,95247206;Madlakrossen 7;Hafrsfjord;4042;AMFI Madla
MENY MANDAL;7,45159922;58,02265648;Kastellgata 14-15;Mandal;4514;
PLANTASJEN NORGE AS AVD TROMSØ;18,91083776;69,66513444;Kvaløyvegen 287;Tromsø;9016;
NG SPAR SØR AS AVD SPAR FLEKKEFJORD;6,66542894;58,29371588;Jernbaneveien 12;Flekkefjord;4405;AMFI Flekkefjord
COOP NORDVEST SA (1505) EXTRA VATNEEIDET;6,589782345;62,54509684;Slyngstadvegen 4;Tennfjord;6264;
EXTRA AUSTMANNAVEGEN AVD 261;5,30489397;59,39399975;Austmannavegen 11;Haugesund;5537;
EXTRA LYNGDAL AVD 120;7,07120022;58,13844977;Stasjonsgata 3;Lyngdal;4580;
COOP MIDT NORGE SA AVD 99 COOP EXTRA NIDARVOLL;10,4049632;63,39724601;Leirfossvegen 2;Trondheim;7037;
COOP SØRØST SA AVD 1187 EXTRA LANGESUND;9,74383068;59,00251572;Bambleveien 8;Langesund;3970;
KNATTERUDFJELLET TRELAST AS AVD FJELDBERG;10,92004582;59,22151362;Onsøyveien 20;Fredrikstad;1613;
CLAS OHLSON AS AVD STEINKJER;11,49162167;64,01124295;Sjøfartsgata 2;Steinkjer;7714;AMFI Steinkjer
SELFMADE NORGE AS AVD TRONDHEIM;10,38092742;63,36823538;Østre Rosten 4B;Tiller;7075;
SPAR KJØP AS AVD KRISTIANSUND;7,80087787;63,10990608;Rørgata 3;Kristiansund N;6517;
PETXL LADE;10,46252011;63,44017737;Haakon VII's gate 12;Trondheim;7041;Lade Arena
EXTRA SANDNES AVD 163;5,73732126;58,84958811;Elvegata 11;Sandnes;4306;
BYGGMAKKER HANDEL AS AVD RØROS;11,38413704;62,56879449;Langegga 11;Røros;7374;
TELIA NORGE AS TELIA AVD TRONDHEIM TORG;10,39329715;63,43038445;Kongens gate 11;Trondheim;7013;
ONLY STORES NORWAY AS AVD 17 ONLY STRØMMEN;11,00733283;59,94728603;Støperiveien 5;Strømmen;2010;Strømmen Storsenter
KIWI AVD 023 HARESTUA;10,71506118;60,20274813;Furuveien 2;Harestua;2743;
SONEPAR NORGE AS AVD OSLO;10,79590687;59,91639221;Malerhaugveien 25;Oslo;0661;
AHLSELL NORGE AS AVD BERGEN FABRIKKGATEN;5,3437918;60,37151884;Fabrikkgaten 5;Bergen;5059;
TRAVEL RETAIL NORWAY AS AVD STAVANGER LUFTHAVN;5,629859609;58,88221192;Sola Flyplassvegen 230;Sola;4055;
NG KIWI ROGALAND AS AVD 630 GARD;5,27066269;59,42526927;Hafrsfjordgata 11;Haugesund;5522;
EXTRA OLSBORG 2732;18,59756129;69,14266615;Målsnesveien 5;Moen;9321;
EXTRA BARDUFOSS 1987;18,51169997;69,0652538;Øvreveien 2;Bardufoss;9325;
AHLSELL NORGE AS AVD MO I RANA;14,14689288;66,31794029;Søderlundmyra 26;Mo i Rana;8622;
MENY GRIMSTAD;8,59059271;58,33531721;Bark Silas' vei 7;Grimstad;4876;
TELIA NORGE AS TELIA AVD TORGALLMENNINGEN;5,3246431;60,39292207;Torgallmenningen 8;Bergen;5014;Galleriet
KIWI AVD 057 HARPEFOSS;9,8584891;61,57780034;Moavegen 1A;Sør-Fron;2647;
NORSK BUTIKKDRIFT AS EXTRA ULEFOSS AVD 4281;9,26815381;59,28160197;Stårrvegen 5;Ulefoss;3830;
NG KIWI VESTFOLD TELEMARK AS AVD KIWI 553 KRAGERØ;9,41443652;58,86837837;Ytre Strandvei 6;Kragerø;3770;
NORSK BUTIKKDRIFT AS MEGA BEKKEVOLD AVD 4372;7,1397149;62,73975958;Moldelivegen 97;Molde;6412;
COOP ØST SA AVD 1223 COOP PRIX FEIRING;11,15838829;60,48172156;Feiringvegen 1157;Feiring;2093;
COOP NORDVEST SA (1783) EXTRA BERKÅK;10,01147655;62,8288577;Parallellveien 8;Rennebu;7391;
COOP NORDVEST SA (1792) EXTRA SISTRANDA;8,8333303;63,73554353;Nordfrøyveien 463;Sistranda;7260;
COOP NORDVEST SA (1511) EXTRA EIDSVÅG;8,066115059;62,77685836;Eidsvågvegen 27;Eidsvåg i Romsdal;6460;
COOP NORDVEST SA (1536) EXTRA BRUHAGEN;7,631704128;63,05165448;Averøyveien 21;Averøy;6530;
BYGGMAKKER HANDEL AS AVD STRAND;6,05149322;59,01156614;Jøssangvegen 5;Jørpeland;4100;
COOP MIDT NORGE SA AVD 115 EXTRA MÆRE;11,42253656;63,93759013;Tuvbakken 2;Sparbu;7710;
LØVENSKIOLD HANDEL AS AVD 307 MAXBO SKIEN;9,60896817;59,17956717;Bedriftsvegen 30;Skien;3735;
COOP ØST SA AVD 2455 EXTRA ASKIM;11,16684668;59,58472456;Henstad alle 3B;Askim;1830;
EXTRA RYKKIN 1141;10,46658634;59,9296279;Valkyrieveien 2;Rykkinn;1349;
EXTRA BANKGATA;14,39243489;67,27722507;Bankgata 34/36;Bodø;8004;
EUROPRIS NANSET 441;10,06256776;59,08093723;Nansetgata 150;Larvik;3271;
CLAS OHLSON AS AVD AMFI SOGNDAL;7,1036555;61,23217051;Hovevegen 6;Sogndal;6856;
COOP ØKONOM SA AVD EXTRA BØESENTERET;6,01021827;58,43874527;Sokndalsveien 140;Egersund;4372;
COOP SØRØST SA AVD 2656 EXTRA PINDSLE;10,18059868;59,13844787;Nygårdsveien 76;Sandefjord;3221;
EXTRA MAXI;11,04671992;60,79870127;Aslak Bolts gate 48;Hamar;2316;Maxi Storsenter
OBS BYGG RUDSHØGDA;10,8144242;60,90932004;Stolvstadvegen 2;Rudshøgda;2360;
EXTRA KALLERUD;10,65685025;60,78592882;Stampevegen 1;Hunndalen;2827;
TOOLS AS AVD BRUMUNDDAL;10,93045885;60,88752777;Ringsakervegen 19;Brumunddal;2383;
EXTRA LILLESAND AVD 040;8,39665167;58,26230038;Senterveien 30;Lillesand;4790;
EXTRA HELSEHUSET AVD 284;5,27205221;59,41217543;Sørhauggata 115;Haugesund;5527;
COOP MIDT NORGE SA AVD 124 EXTRA LILLEBY;10,43569014;63,44192345;Stjørdalsveien 4;Trondheim;7066;
NG KIWI VEST AS AVD 842 GULLGRUVEN;5,33290248;60,47261453;Liamyrane 1;Nyborg;5132;
COOP ØST SA AVD 2650 EXTRA DRØBAK;10,65746241;59,67447682;Holterveien 2B;Drøbak;1448;
NG KIWI NORD AS AVD 168 MEDKILA;16,55912336;68,76264803;Strandåkeren 15;Harstad;9414;
MASKE AS AVD HOVEDKONTOR;10,36913986;63,33903207;Løvåsmyra 2;Tiller;7093;
AHLSELL NORGE AS AVD DL BS GJØVIK;10,67969275;60,78433376;Alfarvegen 22;Gjøvik;2816;
MENY ØYA LARVIK;10,06108322;59,04431131;Tjøllingveien 45A;Larvik;3262;
MENY LANGHUS;10,84485573;59,75430456;Langhussenteret 7;Langhus;1405;
NORSK BUTIKKDRIFT AS COOP MEGA AKER BRYGGE AVD 4559;10,72537731;59,91019394;Holmens gate 7;Oslo;0250;Aker Brygge
MENY ASKIM;11,16881789;59,58156401;Haugomgata 17;Askim;1811;
NG KIWI BUSKERUD AS AVD 579 HALLINGBY;10,18451008;60,27217683;Gamle Ådalsvei 23A;Hallingby;3525;
BILTEMA NORGE AS AVD 247 BØ;9,08056823;59,41229555;Grivisvingen 2;Bø i Telemark;3802;
KIWI AVD 007 SJUSJØEN;10,69032639;61,1524487;Sjusjøvegen 2000;Sjusjøen;2612;
RITUALS COSMETICS NORWAY AS AVD STRØMMEN;11,00733283;59,94728603;Støperiveien 5;Strømmen;2010;Strømmen Storsenter
MONTÉR EIDSVOLL;11,18519834;60,25803517;Skinnstudumpa 5;Dal;2072;
BLIVAKKER & COCOPANDA RETAIL AS AVD MARKENS;7,99377879;58,14499569;Markens gate 19;Kristiansand S;4611;
H & M HENNES & MAURITZ AS AVD 834 SOLSIDEN;10,41364356;63,43494227;Trenerys gate 2;Trondheim;7042;Solsiden
SPAR KRONSTADPARKEN;5,34237976;60,3734986;Bjørnsons gate 5;Bergen;5059;
CEWE NORGE AS AVD 22;10,75155248;59,91177069;Jernbanetorget 6;Oslo;0154;Byporten Shopping
SPAR HOKKSUND;9,912024385;59,76840444;Strøagata 1B;Hokksund;3300;
KICKS NORGE AS AVD 712 KARL JOHANS GATE;10,74284345;59,91280298;Karl Johans gate 21;Oslo;0159;
MALORAMA AS AVD BROBEKK;10,83325217;59,93173625;Alf Bjerckes vei 10;Oslo;0582;
CLAS OHLSON AS AVD HALDEN;11,37443945;59,12093483;Walkers gate 12;Halden;1771;
NORMAL NORGE AS AVD NO1083 - MOLDE, MOLDETORGET;7,15895888;62,73691112;Torget 1;Molde;6413;
NORMAL NORGE AS AVD NO1087 SKIEN HERKULES SENTER;9,6034596;59,19655649;Ulefossvegen 32;Skien;3730;Herkules Storsenter
RUSTA RETAIL AS AVD LAGUNEN;5,32829992;60,29406319;Laguneveien 21;Rådal;5239;
PLANTASJEN NORGE AS AVD RYGGE;10,68794274;59,41464981;Kvaenveien 9;Moss;1529;
TOOLS AS AVD STORD;5,44712536;59,76081367;Meatjønnsvegen 48;Stord;5412;
CLAS OHLSON AS AVD ALTA;23,27263058;69,96617217;Markedsgata 21-25;Alta;9510;
H & M HENNES & MAURITZ AS AVD 775 KONGSSENTERET;11,99623506;60,19109117;Brugata 15;Kongsvinger;2212;Kongssenteret
PLANTASJEN NORGE AS AVD ARENDAL;8,73448177;58,43450318;Vesterveien 198;His;4817;
SPAR KJØP AS AVD TROMSØ;18,92591969;69,67569999;Stormåsevegen 1;Tromsø;9015;
NORMAL NORGE AS AVD NO1023 BERGEN STORSENTER;5,33181448;60,38923732;Strømgaten 8;Bergen;5015;Bergen Storsenter
CLAS OHLSON AS AVD AMFI BORG;11,08290975;59,27403313;Klokkergårdveien 31;Sarpsborg;1711;Storbyen Kjøpesenter
H & M HENNES & MAURITZ AS AVD 875 ORKANGER;9,84525266;63,29772823;Amfi Orkanger;Orkanger;7300;
TESS NORD AS AVD ORKANGER;9,83522223;63,30722816;Grønørveien 19;Orkanger;7300;
NG KIWI ROGALAND AS AVD 646 NÆRBØ;5,64398917;58,66841234;Bernervegen 27;Nærbø;4365;
PANDURO HOBBY SANDVIKA;10,51949571;59,8905829;Brodtkorbsgate 7;Sandvika;1338;Sandvika Storsenter
KAJAKK OG FRITID AS AVD FREDRIKSTAD;10,9944162;59,2503766;Dikeveien 21B;Rolvsøy;1661;
LØVENSKIOLD HANDEL AS AVD 311 MAXBO KRISTIANSUND;7,79286178;63,11086659;Industriveien 3;Kristiansund N;6517;
CLAS OHLSON AS AVD LEVANGER;11,28223402;63,73221093;Moafjæra 14;Levanger;7606;Magneten
EPLEHUSET LAGUNEN;5,33115459;60,29686524;Laguneveien 1;Rådal;5239;Lagunen Storsenter
IKEA PLANLEGGINGS- OG BESTILLINGSPUNKT SKI;10,83603085;59,7164168;Ski Storsenter Jernbanesvingen 6;Ski;1400;
PLANTEHALLEN AS AVD KRISTIANSAND S;8,12626575;58,17410087;Barstølveien 3C;Kristiansand S;4636;
EUROPRIS MOSJØEN 435;13,19132799;65,84154763;Dolstadgata 15;Mosjøen;8663;
EXTRA DALEKVAM;5,81956823;60,58975686;Konsul Jebsensgata 3;Dalekvam;5722;
EXTRA VOSS;6,42356326;60,62886329;Sverresplassen 3;Voss;5700;
COOP NORDVEST SA (1430) EXTRA LÆRDAL;7,48214716;61,09770184;Øyraplassen 2;Lærdal;6887;
MENY BEKKESTUA;10,58804704;59,91636634;Gamle Ringeriksvei 34;Bekkestua;1357;
SPAR KJØP AS AVD BERGEN;5,32868413;60,39315973;Allehelgens gate 4;Bergen;5016;
NORSK BUTIKKDRIFT AS COOP MEGA GAUSEL AVD 4366;5,73227889;58,90507605;Gullspennetunet 1;Stavanger;4032;
SPAR NESNA;13,02711144;66,19772329;Skolevegen 35;Nesna;8700;
NG KIWI VESTFOLD TELEMARK AS AVD 501 STRIDSKLEV;9,66718347;59,11039855;Hestehoven 1;Porsgrunn;3930;
KIWI AVD 012 RAUFOSS;10,6166371;60,73003633;Storgata 68;Raufoss;2830;
HEIDENREICH AS AVD NYBORG;5,3347094;60,47450607;Heiane 2B;Nyborg;5131;
NORSK BUTIKKDRIFT AS EXTRA ASKØY AVD 4300;5,20333824;60,42258402;Askøy Senter Kleppevegen 110;Kleppestø;5308;AMFI Askøy
MENY SANDSVÆRVEIEN;9,63846796;59,64752504;Sandsværveien 164;Kongsberg;3615;
SPAR GEILO;8,20927431;60,53475816;Kyrkjevegen 18;Geilo;3580;
EXTRA FLISA;12,01027996;60,61264807;Kaffegata 9;Flisa;2270;
COOP MIDT NORGE SA AVD 132 EXTRA SANDNESSJØEN;12,60660183;66,00940113;Forshaugen 2;Sandnessjøen;8800;
EXTRA HAFJELL;10,43977021;61,24321306;Kongsvegen 5;Øyer;2636;
KIWI AVD 070 LUNNER;10,58451212;60,30350042;Lunnerlinna 28A;Lunner;2730;
LINDEX AS AVD STENERSGATEN;10,75154397;59,91260664;Stenersgata 1;Oslo;0050;Oslo City
AHLSELL NORGE AS AVD TRONDHEIM TUNGA;10,47377707;63,42399377;Magnus Lagabøters veg 6;Trondheim;7047;
COOP MIDT NORGE SA AVD 102 EXTRA ROSENBORG;10,41373573;63,43395341;Innherredsveien 7;Trondheim;7014;
KICKS NORGE AS AVD 680 TRONDHEIM TORG;10,36108584;63,4163416;Viktor Baumanns vei 28B;Trondheim;7020;Trondheim Torg
